D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_539.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_539.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_539.jpg,0,0,0,5.242121E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_605.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_605.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_605.jpg,0,0,0,5.251143E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_675.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_675.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_675.jpg,0,0,0,5.287046E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_746.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_746.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_746.jpg,0,0,0,5.3128E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_814.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_814.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_814.jpg,0,0,0,5.431292E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_883.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_883.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_883.jpg,0,0,0,5.234479E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_20_952.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_20_952.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_20_952.jpg,0,0,0,5.250925E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_21_021.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_21_021.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_21_021.jpg,0,0,0,5.335734E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_21_093.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_21_093.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_21_093.jpg,0,0,0,5.325706E-05
D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\center_2021_01_04_23_37_21_160.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\left_2021_01_04_23_37_21_160.jpg,D:\Documents\Udacity\Self-Driving Car Engineer Nanodegree\Computer Vision Fundamentals\Projects\Project 4\data\IMG\right_2021_01_04_23_37_21_160.jpg,0,0,0,5.243759E-05
